6076	02:00:00:ec:02:10	02:00:00:ec:01:01
6078	02:00:00:ec:01:01	02:00:00:ec:02:10
6080	02:00:00:ec:02:10	02:00:00:ec:01:01
6082	02:00:00:ec:01:01	02:00:00:ec:02:10
6084	02:00:00:ec:02:10	02:00:00:ec:01:01
6086	02:00:00:ec:01:01	02:00:00:ec:02:10
6088	02:00:00:ec:02:10	02:00:00:ec:01:01
6090	02:00:00:ec:01:01	02:00:00:ec:02:10
6092	02:00:00:ec:02:10	02:00:00:ec:01:01
6162	02:00:00:ec:02:10	02:00:00:ec:01:01
6188	02:00:00:ec:01:01	02:00:00:ec:02:10
6214	02:00:00:ec:01:01	02:00:00:ec:02:10
6574	02:00:00:ec:01:01	02:00:00:ec:02:10
6576	02:00:00:ec:02:10	02:00:00:ec:01:01
6594	02:00:00:ec:02:10	02:00:00:ec:01:01
6596	02:00:00:ec:01:01	02:00:00:ec:02:10
6638	02:00:00:ec:02:10	02:00:00:ec:01:01
6640	02:00:00:ec:01:01	02:00:00:ec:02:10
6682	02:00:00:ec:02:10	02:00:00:ec:01:01
6684	02:00:00:ec:01:01	02:00:00:ec:02:10
6686	02:00:00:ec:02:10	02:00:00:ec:01:01
6688	02:00:00:ec:01:01	02:00:00:ec:02:10
6690	02:00:00:ec:02:10	02:00:00:ec:01:01
6692	02:00:00:ec:02:10	02:00:00:ec:01:01
6694	02:00:00:ec:01:01	02:00:00:ec:02:10
6696	02:00:00:ec:01:01	02:00:00:ec:02:10
6698	02:00:00:ec:02:10	02:00:00:ec:01:01
6700	02:00:00:ec:01:01	02:00:00:ec:02:10
6702	02:00:00:ec:02:10	02:00:00:ec:01:01
6704	02:00:00:ec:01:01	02:00:00:ec:02:10
6706	02:00:00:ec:02:10	02:00:00:ec:01:01
6708	02:00:00:ec:02:10	02:00:00:ec:01:01
6710	02:00:00:ec:01:01	02:00:00:ec:02:10
6718	02:00:00:ec:02:10	02:00:00:ec:01:01
6720	02:00:00:ec:01:01	02:00:00:ec:02:10
6766	02:00:00:ec:02:10	02:00:00:ec:01:01
6768	02:00:00:ec:01:01	02:00:00:ec:02:10
6814	02:00:00:ec:02:10	02:00:00:ec:01:01
6816	02:00:00:ec:01:01	02:00:00:ec:02:10
6822	02:00:00:ec:02:10	02:00:00:ec:01:01
6824	02:00:00:ec:01:01	02:00:00:ec:02:10
6830	02:00:00:ec:02:10	02:00:00:ec:01:01
6834	02:00:00:ec:02:10	02:00:00:ec:01:01
6836	02:00:00:ec:01:01	02:00:00:ec:02:10
6840	02:00:00:ec:01:01	02:00:00:ec:02:10
6846	02:00:00:ec:02:10	02:00:00:ec:01:01
6848	02:00:00:ec:01:01	02:00:00:ec:02:10
6854	02:00:00:ec:02:10	02:00:00:ec:01:01
6856	02:00:00:ec:01:01	02:00:00:ec:02:10
6862	02:00:00:ec:02:10	02:00:00:ec:01:01
6864	02:00:00:ec:01:01	02:00:00:ec:02:10
